EXERCICI_COMPTAB,AREA,SERVEI,PROGRAMA,CAPITOL,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34101   12100,RETR.COMPLEMENT DESTÍ P.FUNCI ,14915,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34101   12101,RETR.COMPLEMENT ESPECIFIC P.FU,22413,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34101   12103,ALTRES COMPLEMENTS FUNC.ACT.ES,612,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34101   15000,PRODUCTIVITAT ACT.ESPORTIVES,9804,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34101   16000,SEGURETAT SOCIAL ACT.ESPORTIVE,17962,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,30973,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,70935,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12005,RETRIB.BASIQ.FUNC.SOUS GRUP E ,32167,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12006,RETRIB.BASIQ.FUNC. TRIENNIS EQ,26565,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12099,PAGA EXTRA 2012 FUNC.EQUIPAMEN,0,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12100,RETR.COMPLEMENT DESTÍ P.FUNCI ,74965,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12101,RETR.COMPLEMENT ESPECIFIC P.FU,153014,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   12103,ALTRES COMPLEMENTS FUNC.EQ.ESP,46730,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,59350,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   13002,ALTRES REMUNER.PERS.LAB. FIX E,91278,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   13099,PAGA EXTRA 2012 P.LAB.EQUIPAME,0,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   13100,RETRIB.BASIQ.PERS.LAB.TEMPORAL,23454,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   13199,P.EXTRA MER.2012 P.LAB.TEMP.EQ,0,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   15000,PRODUCTIVITAT EQ.ESP.G.DIRECTA,95577,
2016,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,16   5452 34201   16000,SEGURETAT SOCIAL EQ.ESP.G.DIRE,179831,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32701   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32701   12100,COMPLEMENT DESTÍ ESPAI FAMILIA,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32701   12101,RETRIB.COMPL.ESPEC.P.FUNCI. ES,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32701   15000,PRODUCTIVITAT ESPAI FAMILIAR P,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32701   16000,SEGURETAT SOCIAL ESPAI FAMILIA,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32702   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,18185,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32702   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32702   12100,COMPLEMENT DESTÍ DIN.C.VEINS P,10911,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32702   12101,RETRIB.COMPL.ESPEC.P.FUNCI. DI,18185,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32702   15000,PRODUCTIVITAT DIN.C.VEINS PB ,7274,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 32702   16000,SEGURETAT SOCIAL DIN.C.VEINS P,18185,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,15274,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,644.92,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   12100,COMPLEMENT DESTÍ DIN.JOVES PB ,9508.2,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   12101,RETRIB.COMPL.ESPEC.P.FUNCI. DI,16659.24,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   12103,RETR. ALTRES COMPLEMENTS P.FUN,50.29,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   15000,PRODUCTIVITAT DIN.JOVES PB ,6364.95,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1437 33401   16000,SEGURETAT SOCIAL DIN.JOVES PB ,15855.3,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,14972,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,23699,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,38319,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,8547,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12006,RETRIB.BASIQ.FUNC. TRIENNIS PR,19612,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12100,COMPLEMENT DESTÍ PROTECCIO SAL,50746,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12101,COMPLEMENT ESPECIFIC PROTECCIO,75165,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   12103,ALTRES COMPLEMENTS PROTECCIO S,9285,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   15000,PRODUCTIVITAT PROTECCIO SALUT,33826,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31101   16000,SEGURETAT SOCIAL PROTECCIO SAL,63101,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,44916,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,20168,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   12006,RETRIB.BASIQ.FUNC.TRIENNIS LAB,18774,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   12100,RET.COMPLEMENT DESTINACIÓ FUNC,30200,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   12101,RET.COMPLEMENT ESPECÍFIC FUNC.,50930,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   12103,RETRIB. ALTRES COMPLEMENTS LAB,7209,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   15000,PRODUCTIVITAT LABORATORI MUN.,22419,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   1533 31102   16000,QUOTES SEGURETAT SOCIAL LABORA,44921,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,29944,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,38319,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12005,RETRIB.BASIQ.FUNC.SOUS GRUP E ,15666,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12006,RETRIB.BASIQ.FUNC. TRIENNIS AR,16937,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12100,RET.COMPLEMENT DESTINACIÓ FUNC,42871,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12101,RET.COMPLEMENT ESPECÍFIC FUNC.,63966,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   12103,RET.ALTRES COMPLEMENTS FUNC. A,3592,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,17988,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   13002,ALTRES REMUNER.PERS.LABORAL FI,13650,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   15000,PRODUCTIVITAT ARXIU ADMINISTRA,33537,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   2121 33221   16000,SEGURETAT SOCIAL ARXIU ADMINIS,67123,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,14972,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,2521,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,8547,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12006,RETRIB.BASIQ.FUNC.TRIENNIS LGB,3462,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12100,RETRIB.COMPL.DESTI.P.FUNCI. LG,12445,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12101,COMPLEMENT ESPECIFIC LGBTIQ,21467,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   12103,RETRIB. ALTRES COMPLEMENTS LGB,6163,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   15000,PRODUCTIVITAT LGBTIQ,9466,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3000 32705   16000,QUOTES SEGURETAT SOCIAL LGBTIQ,19284,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,53460.05,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12006,RETRIB.BASIQ.FUNC.TRIENNIS DIN,3675.4,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12100,RETRIB.COMPL.DESTI.P.FUNCI. DI,30405.43,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12101,COMPLEMENT ESPECIFIC DINAMIT. ,56667.64,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   12103,RETRIB. ALTRES COMPLEMENTS DIN,4455.01,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   15000,PRODUCTIVITAT DINAMITZACIO COM,22586.9,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3314 32706   16000,QUOTES SEGURETAT SOCIAL DINAMI,51499.79,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,19749,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,10084,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12006,RETRIB.BASIQ.FUNC.TRIENNIS OF.,2725,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12100,RETRIB.COMPL.DESTI.P.FUNCI. OF,14538,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12101,COMPLEMENT ESPECIFIC OFICINA C,19993,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   12103,RETRIB. ALTRES COMPLEMENTS OF.,11348,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   15000,PRODUCTIVITAT OFICINA CAPACITA,8949,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3315 32707   16000,QUOTES SEGURETAT SOCIAL OF.CAP,21387,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,29944,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,13166,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,9655.6,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12006,RETRIB.BASIQ.FUNC.TRIENNIS PRO,8258.22,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12100,RETRIB.COMPL.DESTI.P.FUNCI. PR,33693.52,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12101,COMPLEMENT ESPECIFIC PROM.SALU,44476.12,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   12103,RETRIB. ALTRES COMPLEMENTS PRO,589.38,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,14703,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   13002,ALTRES REMUNER.PERS.LABORAL FI,15372,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   15000,PRODUCTIVITAT PROM.SALUT,22746.38,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31103   16000,QUOTES SEGURETAT SOCIAL PROM.S,44462.95,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   12004,RETRIB.BASIQ.FUNC.SOUS GRUP C2,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   12006,RETRIB.BASIQ.FUNC. TRIENNIS C.,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   12100,RETRIB.COMPL.DESTI.P.FUNCI. C.,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   12101,COMPLEMENT ESPECIFIC C.DIA SAL,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   12103,RETRIB. ALTRES COMPLEMENTS C.D,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   13002,ALTRES REMUNER.PERS.LABORAL FI,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   15000,PRODUCTIVITAT C.DIA SALUT MENT,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31201   16000,QUOTES SEGURETAT SOCIAL C.DIA ,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,22730,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,9937,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   12006,RETRIB.BASIQ.FUNC. TRIENNIS AT,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   12100,RETRIB.COMPL.DESTI.P.FUNCI. AT,20669,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   12101,COMPLEMENT ESPECIFIC AT.DONA,17787,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   12103,RETRIB. ALTRES COMPLEMENTS AT.,747,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   15000,PRODUCTIVITAT AT.DONA,6578,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3413 31202   16000,QUOTES SEGURETAT SOCIAL AT.DON,7106.71,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12000,RETRIB.BASIQ.FUNC.SOUS GRUP A1,14972,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,16657,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,57479,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12006,RETRIB.BASIQ.FUNC.TRIENNIS S.C,22508,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12100,RETRIB.COMPL.DESTI.P.FUNCI. S.,40245,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12101,COMPLEMENT ESPECIFIC S.CENT.ED,98752,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   12103,RETRIB. ALTRES COMPLEMENTS SER,8431,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,39873,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   13002,ALTRES REMUNER.PERS.LABORAL FI,60049,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   13100,RETRIB.BASIQ.PERS.LAB.TEMPORAL,260677,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   15000,PRODUCTIVITAT S.CENT.EDUCACIÓ,127828,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   15100,GRATIFICACIONS SERVEIS CENTRAL,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   16000,QUOTES SEGURETAT SOCIAL S.CENT,238965,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   16104,INDEM.PER.LABORAL JUBILACIÓ AN,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   16200,FORMACIÓ I PERFECCIONAMENT PER,0,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   16205,ASSEGURANCES S.CENT.EDUCACIÓ,7490,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32001   16209,ALTRES DESPESES SOCIALS S.CENT,13235,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,22766,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   12006,RETRIB.BASIQ.FUNC.TRIENNIS SUP,1360,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   12100,RETRIB.COMPL.DESTI.P.FUNCI. SU,10458,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   12101,COMPLEMENT ESPECIFIC SUPORT FO,20734,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   12103,RETRIB. ALTRES COMPLEMENTS SUP,7977,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,53057,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   13002,ALTRES REMUNER.PERS.LAB. FIX S,63197,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   15000,PRODUCTIVITAT SUPORT FORM.I OR,24241,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32002   16000,QUOTES SEGURETAT SOCIAL SUPORT,55093,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,9874,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   12003,RETRIB.BASIQ.FUNC.SOUS GRUP C1,10084,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   12006,RETRIB.BASIQ.FUNC.TRIENNIS PRO,2652,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   12100,RETRIB.COMPL.DESTI.P.FUNCI. PR,7142,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   12101,COMPLEMENT ESPECIFIC PROMOCIÓ ,15807,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   12103,RETRIB. ALTRES COMPLEMENTS PRO,312,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   13000,RETRIB.BASIQ.PERS.LABORAL FIX ,36474,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   13002,ALTRES REMUNER.PERS.LAB. FIX P,44002,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   15000,PRODUCTIVITAT PROMOCIÓ I INN.E,17576,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32003   16000,QUOTES SEGURETAT SOCIAL PROMOC,39507,
2017,,,3-PRODUCCIÓN DE BIENES PÚBLICO,1-DESPESES DE PERSONAL,17   3422 32004   12001,RETRIB.BASIQ.FUNC.SOUS GRUP A2,26332,
